user_id,file_id,file_name,file_type,access_count,last_accessed,tags
U009,F030,config_55.code,code,90,2026-01-23T15:14:27,"media,engineering"
U010,F007,summary_95.pdf,pdf,70,2026-05-30T13:39:27,finance
U019,F016,metrics_21.xlsx,spreadsheet,8,2026-02-05T10:05:27,engineering
U020,F003,chart_16.image,image,114,2026-01-21T05:22:27,"finance,personal,hr"
U014,F022,metrics_67.xlsx,spreadsheet,41,2026-04-10T06:17:27,"project,engineering,media"
U013,F005,recording_41.video,video,119,2026-05-28T12:30:27,"engineering,finance,personal"
U007,F017,tutorial_45.video,video,113,2026-05-29T05:36:27,"media,education"
U018,F023,clip_84.video,video,68,2026-06-12T15:07:27,"personal,project,finance"
U005,F009,report_96.pdf,pdf,71,2026-05-07T04:41:27,"education,project,media"
U007,F022,clip_63.video,video,33,2026-06-02T10:19:27,"personal,finance"
U001,F011,portrait_34.image,image,21,2026-02-21T19:14:27,"finance,hr"
U003,F029,scan_5.image,image,107,2026-03-12T18:24:27,research
U005,F002,presentation_6.video,video,116,2026-03-16T06:16:27,engineering
U012,F025,tracker_80.xlsx,spreadsheet,96,2026-05-07T05:04:27,media
U014,F001,portrait_43.image,image,101,2026-03-01T15:04:27,"education,media,engineering"
U004,F013,thesis_29.pdf,pdf,26,2026-02-18T01:40:27,education
U001,F022,chart_43.image,image,36,2026-05-29T04:37:27,"research,project,personal"
U011,F001,manual_23.pdf,pdf,75,2026-04-09T11:53:27,"research,media,project"
U011,F014,metrics_15.xlsx,spreadsheet,50,2026-01-19T06:43:27,research
U001,F017,forecast_93.xlsx,spreadsheet,95,2025-12-26T06:36:27,"engineering,project"
U011,F020,tour_16.video,video,93,2026-03-30T20:40:27,"research,media,education"
U010,F018,screenshot_54.image,image,86,2026-03-09T15:12:27,personal
U013,F018,manual_37.pdf,pdf,27,2026-02-24T18:21:27,"project,education,research"
U015,F022,scan_61.image,image,102,2026-05-02T15:54:27,"project,finance"
U008,F022,tutorial_26.video,video,19,2026-06-09T11:44:27,"engineering,education"
U014,F029,sales_92.xlsx,spreadsheet,90,2026-03-08T21:34:27,media
U001,F029,thesis_29.pdf,pdf,23,2025-12-18T20:30:27,education
U004,F015,chart_86.image,image,68,2026-01-22T17:39:27,"research,hr"
U018,F015,portrait_61.image,image,58,2026-04-10T05:06:27,"personal,research,hr"
U016,F021,diagram_57.image,image,10,2026-04-03T05:42:27,"project,personal"
U003,F005,screenshot_50.image,image,89,2026-05-06T14:46:27,research
U014,F011,tracker_54.xlsx,spreadsheet,8,2026-04-23T23:35:27,"finance,research,personal"
U013,F016,manual_39.pdf,pdf,97,2026-03-07T23:25:27,"education,hr,engineering"
U009,F014,main_50.code,code,44,2025-12-25T15:08:27,"media,research"
U015,F030,scan_69.image,image,4,2026-03-06T18:23:27,"finance,hr,project"
U014,F005,utils_7.code,code,34,2026-03-10T02:46:27,"project,media"
U013,F009,config_11.code,code,61,2026-06-10T13:25:27,project
U008,F021,guide_6.pdf,pdf,97,2026-06-08T05:47:27,media
U008,F005,schema_15.code,code,73,2026-04-20T22:15:27,"project,engineering"
U020,F020,invoice_40.pdf,pdf,14,2026-01-18T12:00:27,"research,education"
U007,F003,forecast_81.xlsx,spreadsheet,32,2026-05-19T14:10:27,"engineering,research"
U019,F026,manual_69.pdf,pdf,55,2025-12-28T01:55:27,"project,finance,education"
U016,F004,config_82.code,code,115,2026-02-17T14:50:27,"media,project"
U017,F021,clip_69.video,video,100,2026-02-11T22:32:27,"personal,media,engineering"
U003,F009,utils_97.code,code,60,2026-01-20T17:17:27,"project,finance"
U016,F028,tutorial_63.video,video,28,2026-03-17T04:38:27,"personal,hr"
U001,F017,photo_31.image,image,93,2026-03-02T21:24:27,hr
U016,F015,report_38.pdf,pdf,29,2026-03-03T14:44:27,"project,education"
U018,F017,recording_96.video,video,71,2026-03-23T01:15:27,"personal,media"
U009,F008,guide_25.pdf,pdf,41,2026-05-15T13:25:27,"media,engineering,research"
U016,F009,metrics_77.xlsx,spreadsheet,37,2026-05-21T06:41:27,project
U006,F010,guide_69.pdf,pdf,17,2026-04-06T11:56:27,"personal,project,engineering"
U016,F004,summary_37.pdf,pdf,61,2026-02-12T22:38:27,finance
U009,F028,main_9.code,code,52,2026-02-10T10:23:27,"finance,engineering,research"
U019,F010,invoice_16.pdf,pdf,72,2026-02-28T17:21:27,"education,research,personal"
U013,F015,config_76.code,code,55,2026-03-28T18:20:27,engineering
U007,F021,diagram_85.image,image,11,2026-05-06T05:48:27,"engineering,hr,finance"
U014,F015,tracker_38.xlsx,spreadsheet,5,2026-04-17T03:14:27,"hr,finance"
U008,F030,tour_76.video,video,85,2026-04-25T23:52:27,"education,project,engineering"
U009,F027,photo_8.image,image,22,2026-03-28T17:12:27,"personal,education,finance"
U015,F023,tour_52.video,video,35,2026-02-06T19:28:27,"engineering,personal"
U002,F029,schema_42.code,code,78,2026-04-12T12:54:27,finance
U009,F019,invoice_61.pdf,pdf,67,2025-12-30T22:01:27,"media,personal"
U014,F021,main_61.code,code,45,2026-03-03T02:39:27,"engineering,research,hr"
U011,F014,config_85.code,code,52,2026-01-26T11:30:27,project
U009,F011,thesis_66.pdf,pdf,106,2026-06-14T15:04:27,"hr,education,finance"
U007,F017,clip_97.video,video,64,2026-01-05T22:11:27,education
U009,F018,diagram_57.image,image,113,2025-12-18T21:52:27,education
U006,F010,budget_71.xlsx,spreadsheet,53,2026-05-23T05:06:27,hr
U004,F021,chart_92.image,image,38,2026-02-04T14:42:27,"hr,education"
U008,F015,sales_50.xlsx,spreadsheet,25,2026-01-12T20:12:27,engineering
U009,F025,config_65.code,code,35,2026-06-15T03:13:27,"hr,research"
U005,F015,tracker_45.xlsx,spreadsheet,43,2026-01-24T19:35:27,"project,research"
U007,F023,scan_50.image,image,30,2026-03-02T11:39:27,"hr,project,education"
U013,F022,chart_5.image,image,17,2026-02-06T18:38:27,hr
U004,F017,main_93.code,code,19,2026-03-02T16:50:27,hr
U009,F011,forecast_51.xlsx,spreadsheet,84,2026-05-26T02:05:27,"research,media,project"
U016,F028,budget_80.xlsx,spreadsheet,9,2026-04-15T16:16:27,"education,project"
U003,F014,guide_91.pdf,pdf,112,2026-05-20T22:49:27,"personal,finance,research"
U011,F026,manual_46.pdf,pdf,48,2026-02-25T08:44:27,"research,personal,project"
U006,F006,photo_79.image,image,112,2026-03-09T17:16:27,hr
U019,F005,chart_82.image,image,33,2026-02-18T04:17:27,hr
U010,F022,sales_10.xlsx,spreadsheet,57,2026-03-18T18:40:27,"research,project,media"
U015,F028,tutorial_50.video,video,110,2026-02-12T09:44:27,"project,personal"
U010,F023,demo_85.video,video,51,2026-04-06T12:23:27,"finance,personal,project"
U016,F027,tutorial_78.video,video,103,2026-03-17T05:19:27,personal
U005,F021,guide_83.pdf,pdf,6,2026-03-27T22:57:27,"project,hr,engineering"
U003,F030,presentation_96.video,video,54,2026-05-02T06:51:27,"project,personal,research"
U009,F027,diagram_62.image,image,104,2026-03-31T13:04:27,"engineering,education"
U003,F005,portrait_93.image,image,87,2026-03-05T19:36:27,research
U001,F009,budget_59.xlsx,spreadsheet,48,2025-12-24T13:16:27,"research,hr"
U012,F004,chart_4.image,image,80,2026-01-23T02:01:27,"education,project,finance"
U015,F030,tour_53.video,video,15,2026-05-11T11:57:27,"hr,finance"
U004,F008,sales_50.xlsx,spreadsheet,59,2026-03-12T15:12:27,"research,personal,project"
U005,F029,schema_13.code,code,107,2026-02-09T17:33:27,"finance,project"
U012,F007,tests_31.code,code,110,2026-03-15T09:16:27,"project,finance"
U013,F009,photo_59.image,image,12,2025-12-28T06:18:27,"finance,hr,media"
U008,F005,sales_9.xlsx,spreadsheet,107,2026-01-25T06:22:27,education
U011,F025,scan_1.image,image,36,2026-05-09T08:25:27,"media,finance"
U001,F005,manual_31.pdf,pdf,76,2026-03-25T12:48:27,"finance,engineering"
U014,F017,guide_9.pdf,pdf,61,2026-02-21T01:27:27,"engineering,education,personal"
U008,F020,guide_85.pdf,pdf,67,2026-03-29T22:18:27,finance
U016,F028,tests_88.code,code,14,2026-02-09T14:01:27,"engineering,finance"
U011,F020,photo_17.image,image,36,2026-01-06T16:22:27,"project,education,personal"
U017,F010,api_78.code,code,56,2026-05-20T14:52:27,"education,hr,research"
U008,F014,recording_52.video,video,54,2026-05-22T02:32:27,"personal,media"
U005,F022,main_12.code,code,107,2026-05-25T10:32:27,project
U005,F018,summary_72.pdf,pdf,72,2026-03-22T15:52:27,"project,research"
U014,F028,manual_77.pdf,pdf,40,2026-03-17T09:23:27,"education,engineering,project"
U016,F008,manual_72.pdf,pdf,48,2026-05-17T04:23:27,research
U018,F025,metrics_87.xlsx,spreadsheet,83,2026-01-24T12:21:27,"personal,finance,engineering"
U009,F023,presentation_45.video,video,1,2026-04-30T08:23:27,"research,finance,engineering"
U001,F003,sales_49.xlsx,spreadsheet,54,2026-02-19T02:49:27,"personal,project"
U011,F025,metrics_11.xlsx,spreadsheet,114,2026-06-02T08:49:27,"finance,project,hr"
U009,F015,tests_78.code,code,57,2026-03-01T04:46:27,"engineering,media,education"
U004,F010,tracker_68.xlsx,spreadsheet,86,2026-03-29T11:45:27,"finance,hr"
U007,F010,screenshot_98.image,image,33,2026-04-02T02:52:27,hr
U014,F006,chart_69.image,image,91,2026-04-17T20:24:27,"project,finance,education"
U002,F014,thesis_10.pdf,pdf,111,2026-03-26T18:32:27,"research,project,hr"
U014,F010,thesis_3.pdf,pdf,42,2026-05-02T17:30:27,"project,finance,education"
U004,F008,api_52.code,code,68,2026-05-26T00:04:27,"project,engineering"
U011,F025,photo_66.image,image,82,2026-05-16T20:27:27,project
U012,F024,screenshot_14.image,image,19,2026-04-11T06:48:27,"media,research,project"
U003,F006,tests_97.code,code,73,2026-01-17T22:16:27,"project,research,hr"
U011,F005,main_61.code,code,57,2026-01-05T03:09:27,"finance,media"
U017,F003,recording_58.video,video,5,2026-06-01T01:06:27,"engineering,project"
U003,F020,metrics_50.xlsx,spreadsheet,60,2026-01-17T19:09:27,"finance,education,personal"
U007,F011,tracker_65.xlsx,spreadsheet,20,2026-05-30T22:53:27,"engineering,personal"
U006,F002,portrait_57.image,image,57,2026-01-31T20:20:27,project
U012,F030,recording_53.video,video,100,2026-03-20T15:21:27,project
U003,F011,summary_87.pdf,pdf,50,2026-04-04T04:13:27,"media,hr,finance"
U019,F022,diagram_40.image,image,84,2025-12-18T15:34:27,engineering
U010,F018,schema_43.code,code,105,2026-05-13T15:15:27,"engineering,project,research"
U014,F017,demo_47.video,video,40,2026-04-30T06:38:27,"education,engineering"
U005,F005,manual_13.pdf,pdf,65,2026-01-27T13:03:27,"finance,project,media"
U020,F005,tracker_20.xlsx,spreadsheet,21,2026-04-29T14:10:27,"media,project,education"
U002,F014,tour_93.video,video,31,2026-02-21T17:41:27,"hr,engineering,personal"
U008,F010,utils_48.code,code,87,2026-01-19T22:30:27,"research,personal"
U017,F014,screenshot_78.image,image,18,2026-04-12T11:18:27,"project,personal"
U004,F023,budget_37.xlsx,spreadsheet,11,2026-05-05T04:31:27,"media,research,education"
U003,F030,chart_45.image,image,120,2026-06-08T23:56:27,"project,engineering"
U013,F003,tutorial_4.video,video,41,2026-05-20T14:18:27,"media,engineering"
U002,F010,schema_18.code,code,98,2025-12-16T21:31:27,"finance,hr,research"
U009,F007,scan_94.image,image,78,2026-01-30T23:52:27,"education,media"
U004,F002,chart_82.image,image,102,2026-01-06T22:55:27,hr
U020,F018,guide_66.pdf,pdf,74,2026-04-14T14:50:27,"research,finance"
U020,F012,scan_54.image,image,24,2025-12-26T15:54:27,"project,finance,personal"
U018,F017,metrics_3.xlsx,spreadsheet,50,2026-02-15T11:19:27,"project,media"
U001,F012,manual_31.pdf,pdf,94,2025-12-28T16:53:27,"project,engineering,finance"
U012,F018,tour_23.video,video,107,2025-12-21T22:15:27,"media,research"
U005,F003,main_38.code,code,26,2026-06-04T06:03:27,project
U010,F017,api_61.code,code,33,2026-06-05T16:47:27,"project,research"
U002,F028,presentation_16.video,video,103,2026-03-12T23:03:27,"hr,education"
U011,F006,schema_64.code,code,48,2026-02-03T04:08:27,research
U003,F014,sales_70.xlsx,spreadsheet,38,2026-03-25T09:54:27,"personal,media"
U015,F020,utils_89.code,code,57,2026-03-17T22:57:27,"project,personal,education"
U009,F021,report_86.pdf,pdf,82,2026-03-04T01:27:27,"media,finance,engineering"
U020,F022,main_17.code,code,9,2026-04-15T16:36:27,"research,personal"
U002,F020,portrait_58.image,image,48,2026-03-11T22:11:27,media
U017,F012,config_84.code,code,36,2026-04-13T09:58:27,"media,education,personal"
U013,F030,budget_34.xlsx,spreadsheet,100,2026-04-09T14:31:27,personal
U016,F007,invoice_10.pdf,pdf,58,2026-05-01T14:31:27,project
U012,F023,summary_70.pdf,pdf,38,2026-03-31T07:14:27,"media,research,hr"
U017,F008,invoice_18.pdf,pdf,31,2026-02-09T12:36:27,"project,education,personal"
U005,F020,report_40.pdf,pdf,51,2026-02-12T20:33:27,"engineering,hr"
U011,F021,thesis_60.pdf,pdf,88,2026-02-03T01:51:27,"media,research,engineering"
U014,F017,report_67.pdf,pdf,20,2026-03-30T07:49:27,"education,media"
U017,F029,demo_33.video,video,26,2026-01-03T19:42:27,personal
U020,F018,summary_83.pdf,pdf,22,2026-01-14T18:50:27,project
U019,F002,report_6.pdf,pdf,83,2026-01-19T04:18:27,research
U020,F021,thesis_81.pdf,pdf,70,2026-04-01T16:40:27,"education,research"
U013,F010,main_89.code,code,8,2026-05-05T22:33:27,"hr,engineering"
U011,F020,diagram_92.image,image,41,2026-03-19T00:51:27,"engineering,media"
U008,F015,manual_58.pdf,pdf,32,2026-05-10T09:56:27,"research,hr"
